prevalence_rate,work_rate,sensitivity,specificity,fix_rate,break_rate,tot,Pinit,Ninit,PWinit,NWinit,TP1,FP1,TN1,FN1,Pinfix,Ninfix,PWinfix,NWinfix,Poutfix,Noutfix,PWoutfix,NWoutfix,TP2,FP2,TN2,FN2,Pout,Nout,PWout,NWout,TPout,FPout,TNout,FNout,Accuracy,Precision,Sensitivity
0.5,0,0.9539392014169457,0.09,0.8,0,10000,4930,5070,4930,5070,4714,4606,464,216,4714,4606,4714,4606,1163,8837,1163,8837,892,7577,796,55,1163,8837,1163,8837,892,7577,1260,271,0.2152,0.10532530405006495,0.766981943250215
0.5,0,0.9539392014169457,0.09,0.9,0,10000,4930,5070,4930,5070,4713,4637,433,217,4713,4637,4713,4637,701,9299,701,9299,464,8072,794,20,701,9299,701,9299,464,8072,1227,237,0.1691,0.05435801312089972,0.6619115549215406
0.5,0,0.9539392014169457,0.09,1.0,0,10000,4930,5070,4930,5070,4725,4642,428,205,4725,4642,4725,4642,205,9795,205,9795,0,8477,890,0,205,9795,205,9795,0,8477,1318,205,0.1318,0.0,0.0
0.5,0,0.9486832980505138,0.1,0.0,0,10000,4930,5070,4930,5070,4677,4526,544,253,4677,4526,4677,4526,4930,5070,4930,5070,4415,4040,486,262,4930,5070,4930,5070,4415,4040,1030,515,0.5445,0.5221762270845653,0.8955375253549696
0.5,0,0.9486832980505138,0.1,0.1,0,10000,4930,5070,4930,5070,4660,4577,493,270,4660,4577,4660,4577,4469,5531,4469,5531,3950,4543,495,249,4469,5531,4469,5531,3950,4543,988,519,0.4938,0.4650888967384905,0.8838666368315059
0.5,0,0.9486832980505138,0.1,0.2,0,10000,4930,5070,4930,5070,4680,4546,524,250,4680,4546,4680,4546,3988,6012,3988,6012,3551,4919,569,187,3988,6012,3988,6012,3551,4919,1093,437,0.4644,0.4192443919716647,0.8904212637913741
0.5,0,0.9486832980505138,0.1,0.3,0,10000,4930,5070,4930,5070,4658,4597,473,272,4658,4597,4658,4597,3599,6401,3599,6401,3171,5328,600,156,3599,6401,3599,6401,3171,5328,1073,428,0.4244,0.37310271796681965,0.8810780772436788
0.5,0,0.9486832980505138,0.1,0.4,0,10000,4930,5070,4930,5070,4688,4558,512,242,4688,4558,4688,4558,3014,6986,3014,6986,2635,5820,654,137,3014,6986,3014,6986,2635,5820,1166,379,0.3801,0.3116499112950917,0.8742534837425349
0.5,0,0.9486832980505138,0.1,0.5,0,10000,4930,5070,4930,5070,4695,4525,545,235,4695,4525,4695,4525,2540,7460,2540,7460,2187,6271,644,118,2540,7460,2540,7460,2187,6271,1189,353,0.3376,0.25857176637502954,0.8610236220472441
0.5,0,0.9486832980505138,0.1,0.6,0,10000,4930,5070,4930,5070,4672,4561,509,258,4672,4561,4672,4561,2075,7925,2075,7925,1721,6676,740,96,2075,7925,2075,7925,1721,6676,1249,354,0.297,0.20495415029177086,0.8293975903614458
0.5,0,0.9486832980505138,0.1,0.7,0,10000,4930,5070,4930,5070,4674,4593,477,256,4674,4593,4674,4593,1659,8341,1659,8341,1333,7038,826,70,1659,8341,1659,8341,1333,7038,1303,326,0.2636,0.15924023414167962,0.8034960819770947
0.5,0,0.9486832980505138,0.1,0.8,0,10000,4930,5070,4930,5070,4664,4577,493,266,4664,4577,4664,4577,1141,8859,1141,8859,829,7567,799,46,1141,8859,1141,8859,829,7567,1292,312,0.2121,0.09873749404478323,0.726555652936021
0.5,0,0.9486832980505138,0.1,0.9,0,10000,4930,5070,4930,5070,4663,4583,487,267,4663,4583,4663,4583,737,9263,737,9263,447,7897,879,23,737,9263,737,9263,447,7897,1366,290,0.1813,0.05357142857142857,0.6065128900949797
0.5,0,0.9486832980505138,0.1,1.0,0,10000,4930,5070,4930,5070,4685,4573,497,245,4685,4573,4685,4573,245,9755,245,9755,0,8300,958,0,245,9755,245,9755,0,8300,1455,245,0.1455,0.0,0.0
0.5,0,0.9433981132056604,0.11,0.0,0,10000,4930,5070,4930,5070,4672,4549,521,258,4672,4549,4672,4549,4930,5070,4930,5070,4414,4038,511,258,4930,5070,4930,5070,4414,4038,1032,516,0.5446,0.5222432560340747,0.8953346855983773
0.5,0,0.9433981132056604,0.11,0.1,0,10000,4930,5070,4930,5070,4670,4517,553,260,4670,4517,4670,4517,4482,5518,4482,5518,3995,4416,549,227,4482,5518,4482,5518,3995,4416,1102,487,0.5097,0.4749732493163714,0.891343150379295
0.5,0,0.9433981132056604,0.11,0.2,0,10000,4930,5070,4930,5070,4631,4528,542,299,4631,4528,4631,4528,3982,6018,3982,6018,3469,4827,649,214,3982,6018,3982,6018,3469,4827,1191,513,0.466,0.41815332690453233,0.8711702661978905
0.5,0,0.9433981132056604,0.11,0.3,0,10000,4930,5070,4930,5070,4659,4515,555,271,4659,4515,4659,4515,3485,6515,3485,6515,3049,5296,664,165,3485,6515,3485,6515,3049,5296,1219,436,0.4268,0.3653684841222289,0.8748923959827833
0.5,0,0.9433981132056604,0.11,0.4,0,10000,4930,5070,4930,5070,4646,4531,539,284,4646,4531,4646,4531,3049,6951,3049,6951,2599,5740,672,166,3049,6951,3049,6951,2599,5740,1211,450,0.381,0.3116680657153136,0.8524106264348967
0.5,0,0.9433981132056604,0.11,0.5,0,10000,4930,5070,4930,5070,4679,4578,492,251,4679,4578,4679,4578,2465,7535,2465,7535,2073,6268,775,141,2465,7535,2465,7535,2073,6268,1267,392,0.334,0.24853135115693561,0.840973630831643
0.5,0,0.9433981132056604,0.11,0.6,0,10000,4930,5070,4930,5070,4659,4502,568,271,4659,4502,4659,4502,2086,7914,2086,7914,1702,6513,833,113,2086,7914,2086,7914,1702,6513,1401,384,0.3103,0.2071819841752891,0.8159156279961649
0.5,0,0.9433981132056604,0.11,0.7,0,10000,4930,5070,4930,5070,4627,4481,589,303,4627,4481,4627,4481,1681,8319,1681,8319,1310,6846,884,68,1681,8319,1681,8319,1310,6846,1473,371,0.2783,0.16061794997547818,0.7792980368828079
0.5,0,0.9433981132056604,0.11,0.8,0,10000,4930,5070,4930,5070,4671,4539,531,259,4671,4539,4671,4539,1162,8838,1162,8838,855,7402,905,48,1162,8838,1162,8838,855,7402,1436,307,0.2291,0.10354850429938234,0.7358003442340791
0.5,0,0.9433981132056604,0.11,0.9,0,10000,4930,5070,4930,5070,4687,4516,554,243,4687,4516,4687,4516,711,9289,711,9289,429,7794,941,39,711,9289,711,9289,429,7794,1495,282,0.1924,0.05217074060561839,0.6033755274261603
0.5,0,0.9433981132056604,0.11,1.0,0,10000,4930,5070,4930,5070,4660,4504,566,270,4660,4504,4660,4504,270,9730,270,9730,0,8126,1038,0,270,9730,270,9730,0,8126,1604,270,0.1604,0.0,0.0
0.5,0,0.938083151964686,0.12,0.0,0,10000,4930,5070,4930,5070,4615,4477,593,315,4615,4477,4615,4477,4930,5070,4930,5070,4294,3942,535,321,4930,5070,4930,5070,4294,3942,1128,636,0.5422,0.521369596891695,0.8709939148073023
0.5,0,0.938083151964686,0.12,0.1,0,10000,4930,5070,4930,5070,4656,4474,596,274,4656,4474,4656,4474,4448,5552,4448,5552,3896,4403,553,278,4448,5552,4448,5552,3896,4403,1149,552,0.5045,0.46945415110254246,0.8758992805755396
0.5,0,0.938083151964686,0.12,0.2,0,10000,4930,5070,4930,5070,4626,4481,589,304,4626,4481,4626,4481,4006,5994,4006,5994,3490,4731,674,212,4006,5994,4006,5994,3490,4731,1263,516,0.4753,0.42452256416494344,0.871193210184723
0.5,0,0.938083151964686,0.12,0.3,0,10000,4930,5070,4930,5070,4626,4454,616,304,4626,4454,4626,4454,3467,6533,3467,6533,2978,5162,755,185,3467,6533,3467,6533,2978,5162,1371,489,0.4349,0.36584766584766587,0.8589558696279204
0.5,0,0.938083151964686,0.12,0.4,0,10000,4930,5070,4930,5070,4602,4421,649,328,4602,4421,4602,4421,3042,6958,3042,6958,2545,5534,775,169,3042,6958,3042,6958,2545,5534,1424,497,0.3969,0.3150142344349548,0.836620644312952
0.5,0,0.938083151964686,0.12,0.5,0,10000,4930,5070,4930,5070,4640,4498,572,290,4640,4498,4640,4498,2652,7348,2652,7348,2209,5924,852,153,2652,7348,2652,7348,2209,5924,1424,443,0.3633,0.27160949219230296,0.8329562594268477
0.5,0,0.938083151964686,0.12,0.6,0,10000,4930,5070,4930,5070,4617,4487,583,313,4617,4487,4617,4487,2139,7861,2139,7861,1721,6378,900,105,2139,7861,2139,7861,1721,6378,1483,418,0.3204,0.2124953697987406,0.8045815801776531
0.5,0,0.938083151964686,0.12,0.7,0,10000,4930,5070,4930,5070,4632,4449,621,298,4632,4449,4632,4449,1694,8306,1694,8306,1309,6779,906,87,1694,8306,1694,8306,1309,6779,1527,385,0.2836,0.16184470820969338,0.7727272727272727
0.5,0,0.938083151964686,0.12,0.8,0,10000,4930,5070,4930,5070,4624,4428,642,306,4624,4428,4624,4428,1221,8779,1221,8779,856,7127,1010,59,1221,8779,1221,8779,856,7127,1652,365,0.2508,0.1072278592008017,0.7010647010647011
0.5,0,0.938083151964686,0.12,0.9,0,10000,4930,5070,4930,5070,4623,4448,622,307,4623,4448,4623,4448,742,9258,742,9258,418,7644,992,17,742,9258,742,9258,418,7644,1614,324,0.2032,0.051848176631108904,0.5633423180592992
0.5,0,0.938083151964686,0.12,1.0,0,10000,4930,5070,4930,5070,4658,4447,623,272,4658,4447,4658,4447,272,9728,272,9728,0,8013,1092,0,272,9728,272,9728,0,8013,1715,272,0.1715,0.0,0.0
0.5,0,0.9327379053088815,0.13,0.0,0,10000,4930,5070,4930,5070,4593,4394,676,337,4593,4394,4593,4394,4930,5070,4930,5070,4300,3835,559,293,4930,5070,4930,5070,4300,3835,1235,630,0.5535,0.5285802089735709,0.8722109533468559
0.5,0,0.9327379053088815,0.13,0.1,0,10000,4930,5070,4930,5070,4588,4442,628,342,4588,4442,4588,4442,4467,5533,4467,5533,3851,4295,610,274,4467,5533,4467,5533,3851,4295,1238,616,0.5089,0.4727473606678124,0.8620998432952764
0.5,0,0.9327379053088815,0.13,0.2,0,10000,4930,5070,4930,5070,4595,4386,684,335,4595,4386,4595,4386,4011,5989,4011,5989,3401,4652,653,275,4011,5989,4011,5989,3401,4652,1337,610,0.4738,0.42232708307463057,0.8479182248815756
0.5,0,0.9327379053088815,0.13,0.3,0,10000,4930,5070,4930,5070,4577,4453,617,353,4577,4453,4577,4453,3562,6438,3562,6438,2974,5063,758,235,3562,6438,3562,6438,2974,5063,1375,588,0.4349,0.37003857160632075,0.8349241998877035
0.5,0,0.9327379053088815,0.13,0.4,0,10000,4930,5070,4930,5070,4588,4383,687,342,4588,4383,4588,4383,3091,6909,3091,6909,2570,5443,779,179,3091,6909,3091,6909,2570,5443,1466,521,0.4036,0.3207288156745289,0.8314461339372371
0.5,0,0.9327379053088815,0.13,0.5,0,10000,4930,5070,4930,5070,4578,4389,681,352,4578,4389,4578,4389,2666,7334,2666,7334,2151,5823,830,163,2666,7334,2666,7334,2151,5823,1511,515,0.3662,0.2697516930022573,0.8068267066766691
0.5,0,0.9327379053088815,0.13,0.6,0,10000,4930,5070,4930,5070,4612,4427,643,318,4612,4427,4612,4427,2140,7860,2140,7860,1706,6246,971,116,2140,7860,2140,7860,1706,6246,1614,434,0.332,0.21453722334004025,0.797196261682243
0.5,0,0.9327379053088815,0.13,0.7,0,10000,4930,5070,4930,5070,4586,4382,688,344,4586,4382,4586,4382,1735,8265,1735,8265,1304,6583,994,87,1735,8265,1735,8265,1304,6583,1682,431,0.2986,0.16533536198808166,0.7515850144092219
0.5,0,0.9327379053088815,0.13,0.8,0,10000,4930,5070,4930,5070,4588,4430,640,342,4588,4430,4588,4430,1226,8774,1226,8774,826,7092,1042,58,1226,8774,1226,8774,826,7092,1682,400,0.2508,0.10431927254357161,0.6737357259380098
0.5,0,0.9327379053088815,0.13,0.9,0,10000,4930,5070,4930,5070,4597,4408,662,333,4597,4408,4597,4408,790,9210,790,9210,433,7418,1130,24,790,9210,790,9210,433,7418,1792,357,0.2225,0.05515220990956566,0.5481012658227848
0.5,0,0.9327379053088815,0.13,1.0,0,10000,4930,5070,4930,5070,4623,4369,701,307,4623,4369,4623,4369,307,9693,307,9693,0,7806,1186,0,307,9693,307,9693,0,7806,1887,307,0.1887,0.0,0.0
0.5,0,0.9273618495495703,0.14,0.0,0,10000,4930,5070,4930,5070,4612,4358,712,318,4612,4358,4612,4358,4930,5070,4930,5070,4259,3770,588,353,4930,5070,4930,5070,4259,3770,1300,671,0.5559,0.5304521110972724,0.863894523326572
0.5,0,0.9273618495495703,0.14,0.1,0,10000,4930,5070,4930,5070,4570,4332,738,360,4570,4332,4570,4332,4440,5560,4440,5560,3801,4209,613,279,4440,5560,4440,5560,3801,4209,1351,639,0.5152,0.4745318352059925,0.856081081081081
0.5,0,0.9273618495495703,0.14,0.2,0,10000,4930,5070,4930,5070,4574,4346,724,356,4574,4346,4574,4346,4019,5981,4019,5981,3390,4512,745,273,4019,5981,4019,5981,3390,4512,1469,629,0.4859,0.4290053151100987,0.84349340631998
0.5,0,0.9273618495495703,0.14,0.3,0,10000,4930,5070,4930,5070,4555,4327,743,375,4555,4327,4555,4327,3528,6472,3528,6472,2936,4907,822,217,3528,6472,3528,6472,2936,4907,1565,592,0.4501,0.37434655106464365,0.8321995464852607
0.5,0,0.9273618495495703,0.14,0.4,0,10000,4930,5070,4930,5070,4573,4396,674,357,4573,4396,4573,4396,3101,6899,3101,6899,2550,5366,859,194,3101,6899,3101,6899,2550,5366,1533,551,0.4083,0.3221323900960081,0.8223153821347953
0.5,0,0.9273618495495703,0.14,0.5,0,10000,4930,5070,4930,5070,4582,4351,719,348,4582,4351,4582,4351,2694,7306,2694,7306,2163,5635,952,183,2694,7306,2694,7306,2163,5635,1671,531,0.3834,0.27737881508078993,0.8028953229398663
0.5,0,0.9273618495495703,0.14,0.6,0,10000,4930,5070,4930,5070,4545,4325,745,385,4545,4325,4545,4325,2199,7801,2199,7801,1676,6041,1015,138,2199,7801,2199,7801,1676,6041,1760,523,0.3436,0.2171828430737333,0.7621646202819463
0.5,0,0.9273618495495703,0.14,0.7,0,10000,4930,5070,4930,5070,4586,4329,741,344,4586,4329,4586,4329,1681,8319,1681,8319,1237,6539,1039,100,1681,8319,1681,8319,1237,6539,1780,444,0.3017,0.15907921810699588,0.735871505056514
0.5,0,0.9273618495495703,0.14,0.8,0,10000,4930,5070,4930,5070,4595,4353,717,335,4595,4353,4595,4353,1255,8745,1255,8745,851,6913,1115,69,1255,8745,1255,8745,851,6913,1832,404,0.2683,0.10960844925296238,0.6780876494023904
0.5,0,0.9273618495495703,0.14,0.9,0,10000,4930,5070,4930,5070,4577,4372,698,353,4577,4372,4577,4372,818,9182,818,9182,424,7324,1160,41,818,9182,818,9182,424,7324,1858,394,0.2282,0.054723799690242644,0.5183374083129584
0.5,0,0.9273618495495703,0.14,1.0,0,10000,4930,5070,4930,5070,4543,4358,712,387,4543,4358,4543,4358,387,9613,387,9613,0,7703,1198,0,387,9613,387,9613,0,7703,1910,387,0.191,0.0,0.0
0.5,0,0.9219544457292888,0.15,0.0,0,10000,4930,5070,4930,5070,4545,4362,708,385,4545,4362,4545,4362,4930,5070,4930,5070,4188,3722,640,357,4930,5070,4930,5070,4188,3722,1348,742,0.5536,0.529456384323641,0.8494929006085192
0.5,0,0.9219544457292888,0.15,0.1,0,10000,4930,5070,4930,5070,4525,4279,791,405,4525,4279,4525,4279,4478,5522,4478,5522,3768,4032,699,305,4478,5522,4478,5522,3768,4032,1490,710,0.5258,0.48307692307692307,0.8414470745868692
0.5,0,0.9219544457292888,0.15,0.2,0,10000,4930,5070,4930,5070,4536,4272,798,394,4536,4272,4536,4272,4045,5955,4045,5955,3359,4387,770,292,4045,5955,4045,5955,3359,4387,1568,686,0.4927,0.43364317066873226,0.8304079110012361
0.5,0,0.9219544457292888,0.15,0.3,0,10000,4930,5070,4930,5070,4558,4305,765,372,4558,4305,4558,4305,3504,6496,3504,6496,2884,4891,840,248,3504,6496,3504,6496,2884,4891,1605,620,0.4489,0.3709324758842444,0.8230593607305936
0.5,0,0.9219544457292888,0.15,0.4,0,10000,4930,5070,4930,5070,4524,4305,765,406,4524,4305,4524,4305,3094,6906,3094,6906,2479,5206,935,209,3094,6906,3094,6906,2479,5206,1700,615,0.4179,0.32257644762524396,0.8012281835811248
0.5,0,0.9219544457292888,0.15,0.5,0,10000,4930,5070,4930,5070,4556,4331,739,374,4556,4331,4556,4331,2651,7349,2651,7349,2106,5639,971,171,2651,7349,2651,7349,2106,5639,1710,545,0.3816,0.27191736604260813,0.7944172010562052
0.5,0,0.9219544457292888,0.15,0.6,0,10000,4930,5070,4930,5070,4524,4307,763,406,4524,4307,4524,4307,2221,7779,2221,7779,1675,5968,1048,140,2221,7779,2221,7779,1675,5968,1811,546,0.3486,0.2191547821536046,0.7541647906348492
0.5,0,0.9219544457292888,0.15,0.7,0,10000,4930,5070,4930,5070,4517,4279,791,413,4517,4279,4517,4279,1750,8250,1750,8250,1229,6378,1081,108,1750,8250,1750,8250,1229,6378,1872,521,0.3101,0.1615617194689102,0.7022857142857143
0.5,0,0.9219544457292888,0.15,0.8,0,10000,4930,5070,4930,5070,4548,4331,739,382,4548,4331,4548,4331,1274,8726,1274,8726,818,6820,1167,74,1274,8726,1274,8726,818,6820,1906,456,0.2724,0.10709609845509295,0.6420722135007849
0.5,0,0.9219544457292888,0.15,0.9,0,10000,4930,5070,4930,5070,4519,4316,754,411,4519,4316,4519,4316,837,9163,837,9163,394,7108,1301,32,837,9163,837,9163,394,7108,2055,443,0.2449,0.052519328179152225,0.47072879330943845
0.5,0,0.9219544457292888,0.15,1.0,0,10000,4930,5070,4930,5070,4555,4305,765,375,4555,4305,4555,4305,375,9625,375,9625,0,7549,1311,0,375,9625,375,9625,0,7549,2076,375,0.2076,0.0,0.0
0.5,0,0.916515138991168,0.16,0.0,0,10000,4930,5070,4930,5070,4518,4286,784,412,4518,4286,4518,4286,4930,5070,4930,5070,4139,3565,721,379,4930,5070,4930,5070,4139,3565,1505,791,0.5644,0.5372533748701973,0.8395537525354969
0.5,0,0.916515138991168,0.16,0.1,0,10000,4930,5070,4930,5070,4507,4276,794,423,4507,4276,4507,4276,4481,5519,4481,5519,3704,3958,767,354,4481,5519,4481,5519,3704,3958,1561,777,0.5265,0.4834246932915688,0.8266012050881499
0.5,0,0.916515138991168,0.16,0.2,0,10000,4930,5070,4930,5070,4503,4281,789,427,4503,4281,4503,4281,3986,6014,3986,6014,3277,4385,840,282,3986,6014,3986,6014,3277,4385,1629,709,0.4906,0.4276951187679457,0.8221274460612142
0.5,0,0.916515138991168,0.16,0.3,0,10000,4930,5070,4930,5070,4512,4280,790,418,4512,4280,4512,4280,3583,6417,3583,6417,2909,4748,879,256,3583,6417,3583,6417,2909,4748,1669,674,0.4578,0.37991380436202166,0.8118894780909852
0.5,0,0.916515138991168,0.16,0.4,0,10000,4930,5070,4930,5070,4539,4290,780,391,4539,4290,4539,4290,3160,6840,3160,6840,2547,5100,960,222,3160,6840,3160,6840,2547,5100,1740,613,0.4287,0.3330717928599451,0.8060126582278481
0.5,0,0.916515138991168,0.16,0.5,0,10000,4930,5070,4930,5070,4524,4341,729,406,4524,4341,4524,4341,2680,7320,2680,7320,2060,5562,1029,214,2680,7320,2680,7320,2060,5562,1758,620,0.3818,0.2702702702702703,0.7686567164179104
0.5,0,0.916515138991168,0.16,0.6,0,10000,4930,5070,4930,5070,4528,4197,873,402,4528,4197,4528,4197,2229,7771,2229,7771,1679,5802,1096,148,2229,7771,2229,7771,1679,5802,1969,550,0.3648,0.22443523593102527,0.753252579632122
0.5,0,0.916515138991168,0.16,0.7,0,10000,4930,5070,4930,5070,4542,4284,786,388,4542,4284,4542,4284,1747,8253,1747,8253,1254,6284,1183,105,1747,8253,1747,8253,1254,6284,1969,493,0.3223,0.16635712390554525,0.7178019461934745
0.5,0,0.916515138991168,0.16,0.8,0,10000,4930,5070,4930,5070,4529,4272,798,401,4529,4272,4529,4272,1320,8680,1320,8680,841,6631,1251,78,1320,8680,1320,8680,841,6631,2049,479,0.289,0.11255353319057816,0.6371212121212121
0.5,0,0.916515138991168,0.16,0.9,0,10000,4930,5070,4930,5070,4543,4254,816,387,4543,4254,4543,4254,835,9165,835,9165,408,7037,1312,40,835,9165,835,9165,408,7037,2128,427,0.2536,0.054801880456682335,0.48862275449101794
0.5,0,0.916515138991168,0.16,1.0,0,10000,4930,5070,4930,5070,4512,4253,817,418,4512,4253,4512,4253,418,9582,418,9582,0,7349,1416,0,418,9582,418,9582,0,7349,2233,418,0.2233,0.0,0.0
0.5,0,0.9110433579144299,0.17,0.0,0,10000,4930,5070,4930,5070,4491,4264,806,439,4491,4264,4491,4264,4930,5070,4930,5070,4054,3551,713,437,4930,5070,4930,5070,4054,3551,1519,876,0.5573,0.5330703484549638,0.8223123732251522
0.5,0,0.9110433579144299,0.17,0.1,0,10000,4930,5070,4930,5070,4499,4206,864,431,4499,4206,4499,4206,4494,5506,4494,5506,3689,3853,789,374,4494,5506,4494,5506,3689,3853,1653,805,0.5342,0.48912755237337574,0.8208722741433022
0.5,0,0.9110433579144299,0.17,0.2,0,10000,4930,5070,4930,5070,4493,4228,842,437,4493,4228,4493,4228,4050,5950,4050,5950,3313,4240,868,300,4050,5950,4050,5950,3313,4240,1710,737,0.5023,0.4386336555011254,0.8180246913580247
0.5,0,0.9110433579144299,0.17,0.3,0,10000,4930,5070,4930,5070,4502,4216,854,428,4502,4216,4502,4216,3549,6451,3549,6451,2818,4664,933,303,3549,6451,3549,6451,2818,4664,1787,731,0.4605,0.37663726276396686,0.7940264863341786
0.5,0,0.9110433579144299,0.17,0.4,0,10000,4930,5070,4930,5070,4480,4243,827,450,4480,4243,4480,4243,3125,6875,3125,6875,2435,5040,1008,240,3125,6875,3125,6875,2435,5040,1835,690,0.427,0.325752508361204,0.7792
0.5,0,0.9110433579144299,0.17,0.5,0,10000,4930,5070,4930,5070,4493,4216,854,437,4493,4216,4493,4216,2679,7321,2679,7321,2045,5313,1154,197,2679,7321,2679,7321,2045,5313,2008,634,0.4053,0.27792878499592283,0.76334453154162
0.5,0,0.9110433579144299,0.17,0.6,0,10000,4930,5070,4930,5070,4516,4217,853,414,4516,4217,4516,4217,2192,7808,2192,7808,1633,5792,1163,145,2192,7808,2192,7808,1633,5792,2016,559,0.3649,0.21993265993265992,0.7449817518248175
0.5,0,0.9110433579144299,0.17,0.7,0,10000,4930,5070,4930,5070,4479,4199,871,451,4479,4199,4479,4199,1758,8242,1758,8242,1196,6107,1264,111,1758,8242,1758,8242,1196,6107,2135,562,0.3331,0.163768314391346,0.6803185437997725
0.5,0,0.9110433579144299,0.17,0.8,0,10000,4930,5070,4930,5070,4468,4210,860,462,4468,4210,4468,4210,1357,8643,1357,8643,820,6482,1301,75,1357,8643,1357,8643,820,6482,2161,537,0.2981,0.11229800054779512,0.604274134119381
0.5,0,0.9110433579144299,0.17,0.9,0,10000,4930,5070,4930,5070,4479,4221,849,451,4479,4221,4479,4221,940,9060,940,9060,444,6795,1416,45,940,9060,940,9060,444,6795,2265,496,0.2709,0.0613344384583506,0.4723404255319149
0.5,0,0.9110433579144299,0.17,1.0,0,10000,4930,5070,4930,5070,4475,4197,873,455,4475,4197,4475,4197,455,9545,455,9545,0,7290,1382,0,455,9545,455,9545,0,7290,2255,455,0.2255,0.0,0.0
0.5,0,0.9055385138137417,0.18,0.0,0,10000,4930,5070,4930,5070,4426,4196,874,504,4426,4196,4426,4196,4930,5070,4930,5070,3984,3463,733,442,4930,5070,4930,5070,3984,3463,1607,946,0.5591,0.5349805290721096,0.8081135902636917
0.5,0,0.9055385138137417,0.18,0.1,0,10000,4930,5070,4930,5070,4441,4188,882,489,4441,4188,4441,4188,4466,5534,4466,5534,3610,3814,838,367,4466,5534,4466,5534,3610,3814,1720,856,0.533,0.48626077586206895,0.8083296014330497
0.5,0,0.9055385138137417,0.18,0.2,0,10000,4930,5070,4930,5070,4471,4149,921,459,4471,4149,4471,4149,3998,6002,3998,6002,3185,4149,932,354,3998,6002,3998,6002,3185,4149,1853,813,0.5038,0.4342787019361876,0.7966483241620811
0.5,0,0.9055385138137417,0.18,0.3,0,10000,4930,5070,4930,5070,4467,4142,928,463,4467,4142,4467,4142,3567,6433,3567,6433,2787,4482,1023,317,3567,6433,3567,6433,2787,4482,1951,780,0.4738,0.3834089971110194,0.7813288477712363
0.5,0,0.9055385138137417,0.18,0.4,0,10000,4930,5070,4930,5070,4448,4136,934,482,4448,4136,4448,4136,3141,6859,3141,6859,2383,4911,1014,276,3141,6859,3141,6859,2383,4911,1948,758,0.4331,0.3267068823690705,0.7586755810251512
0.5,0,0.9055385138137417,0.18,0.5,0,10000,4930,5070,4930,5070,4491,4153,917,439,4491,4153,4491,4153,2702,7298,2702,7298,2048,5230,1151,215,2702,7298,2702,7298,2048,5230,2068,654,0.4116,0.28139598790876613,0.7579570688378978
0.5,0,0.9055385138137417,0.18,0.6,0,10000,4930,5070,4930,5070,4501,4173,897,429,4501,4173,4501,4173,2266,7734,2266,7734,1645,5573,1264,192,2266,7734,2266,7734,1645,5573,2161,621,0.3806,0.22790246605707953,0.7259488084730803
0.5,0,0.9055385138137417,0.18,0.7,0,10000,4930,5070,4930,5070,4452,4146,924,478,4452,4146,4452,4146,1811,8189,1811,8189,1198,5899,1366,135,1811,8189,1811,8189,1198,5899,2290,613,0.3488,0.16880371988164014,0.6615129762562121
0.5,0,0.9055385138137417,0.18,0.8,0,10000,4930,5070,4930,5070,4449,4164,906,481,4449,4164,4449,4164,1361,8639,1361,8639,793,6327,1406,87,1361,8639,1361,8639,793,6327,2312,568,0.3105,0.11137640449438202,0.582659808963997
0.5,0,0.9055385138137417,0.18,0.9,0,10000,4930,5070,4930,5070,4411,4178,892,519,4411,4178,4411,4178,964,9036,964,9036,401,6782,1362,44,964,9036,964,9036,401,6782,2254,563,0.2655,0.055826256438813865,0.41597510373443985
0.5,0,0.9055385138137417,0.18,1.0,0,10000,4930,5070,4930,5070,4440,4172,898,490,4440,4172,4440,4172,490,9510,490,9510,0,7037,1575,0,490,9510,490,9510,0,7037,2473,490,0.2473,0.0,0.0
0.5,0,0.9,0.19,0.0,0,10000,4930,5070,4930,5070,4474,4072,998,456,4474,4072,4474,4072,4930,5070,4930,5070,4044,3284,788,430,4930,5070,4930,5070,4044,3284,1786,886,0.583,0.5518558951965066,0.8202839756592292
0.5,0,0.9,0.19,0.1,0,10000,4930,5070,4930,5070,4403,4112,958,527,4403,4112,4403,4112,4487,5513,4487,5513,3563,3736,819,397,4487,5513,4487,5513,3563,3736,1777,924,0.534,0.48814906151527604,0.7940717628705148
0.5,0,0.9,0.19,0.2,0,10000,4930,5070,4930,5070,4407,4078,992,523,4407,4078,4407,4078,4066,5934,4066,5934,3196,4041,901,347,4066,5934,4066,5934,3196,4041,1893,870,0.5089,0.44161945557551474,0.7860304968027545
0.5,0,0.9,0.19,0.3,0,10000,4930,5070,4930,5070,4426,4116,954,504,4426,4116,4426,4116,3573,6427,3573,6427,2718,4404,1069,351,3573,6427,3573,6427,2718,4404,2023,855,0.4741,0.38163437236731257,0.760705289672544
0.5,0,0.9,0.19,0.4,0,10000,4930,5070,4930,5070,4392,4135,935,538,4392,4135,4392,4135,3127,6873,3127,6873,2336,4826,1112,253,3127,6873,3127,6873,2336,4826,2047,791,0.4383,0.32616587545378384,0.7470418931883595
0.5,0,0.9,0.19,0.5,0,10000,4930,5070,4930,5070,4423,4124,946,507,4423,4124,4423,4124,2735,7265,2735,7265,2021,5116,1203,207,2735,7265,2735,7265,2021,5116,2149,714,0.417,0.2831722012049881,0.7389396709323584
