prevalence_rate,work_rate,sensitivity,specificity,fix_rate,break_rate,tot,Pinit,Ninit,PWinit,NWinit,TP1,FP1,TN1,FN1,Pinfix,Ninfix,PWinfix,NWinfix,Poutfix,Noutfix,PWoutfix,NWoutfix,TP2,FP2,TN2,FN2,Pout,Nout,PWout,NWout,TPout,FPout,TNout,FNout,Accuracy,Precision,Sensitivity
0.5,0,0.00021947953758700534,0.9999999518287326,1,0,10000,2912,7088,2037,4996,1,0,7088,2911,1,0,1,0,2911,7089,2036,4997,0,0,1,0,2911,7089,2036,4997,0,0,7089,2911,0.7089,err,0.0
0.5,0,0.008998299136622246,0.9999190306126479,1,0,10000,2912,7088,2037,4996,21,1,7087,2891,21,1,12,1,2891,7109,2025,5008,0,0,22,0,2891,7109,2025,5008,0,0,7109,2891,0.7109,err,0.0
0.5,0,0.002008076605783297,0.9999959676283453,1,0,10000,2912,7088,2037,4996,4,0,7088,2908,4,0,2,0,2908,7092,2035,4998,0,0,4,0,2908,7092,2035,4998,0,0,7092,2908,0.7092,err,0.0
0.5,0,0.12487318500430392,0.9844066876668809,1,0,10000,2912,7088,2037,4996,358,118,6970,2554,358,118,262,89,2554,7446,1775,5258,0,13,463,0,2554,7446,1775,5258,0,13,7433,2554,0.7433,0.0,0.0
0.5,0,0.0008798137839820967,0.9999992259277055,1,0,10000,2912,7088,2037,4996,2,0,7088,2910,2,0,1,0,2910,7090,2036,4997,0,0,2,0,2910,7090,2036,4997,0,0,7090,2910,0.709,err,0.0
0.5,0,0.001487475979244676,0.9999977874152112,1,0,10000,2912,7088,2037,4996,6,1,7087,2906,6,1,4,1,2906,7094,2033,5000,0,0,7,0,2906,7094,2033,5000,0,0,7094,2906,0.7094,err,0.0
0.5,0,0.003048937437053145,0.9999907039805049,1,0,10000,2912,7088,2037,4996,11,0,7088,2901,11,0,8,0,2901,7099,2029,5004,0,0,11,0,2901,7099,2029,5004,0,0,7099,2901,0.7099,err,0.0
0.5,0,0.005687895717099397,0.9999676478423114,1,0,10000,2912,7088,2037,4996,15,0,7088,2897,15,0,15,0,2897,7103,2022,5011,0,0,15,0,2897,7103,2022,5011,0,0,7103,2897,0.7103,err,0.0
0.5,0,0.0008632953634801319,0.9999992547211154,1,0,10000,2912,7088,2037,4996,3,0,7088,2909,3,0,2,0,2909,7091,2035,4998,0,0,3,0,2909,7091,2035,4998,0,0,7091,2909,0.7091,err,0.0
0.5,0,0.003995642358420144,0.9999840348421436,1,0,10000,2912,7088,2037,4996,17,0,7088,2895,17,0,12,0,2895,7105,2025,5008,0,0,17,0,2895,7105,2025,5008,0,0,7105,2895,0.7105,err,0.0
