first_prev_rate,final_prev_rate,prev_rate_div,fn_div,fn_rate_first,fn_rate_final,fn_div_rate,real_fix_rate,work_rate,sensitivity,specificity,fix_rate,break_rate,tot,Pinit,Ninit,PWinit,NWinit,TP1,FP1,TN1,FN1,Pinfix,Ninfix,PWinfix,NWinfix,Poutfix,Noutfix,PWoutfix,NWoutfix,num_magic,not_vulnerable,still_vulnerable,num_magic_special,num_magic_special_1,ignored,TP2,FP2,TN2,FN2,through_fixer,vulnerable,not_vuln,Pout,Nout,PWout,NWout,TPout,FPout,TNout,FNout,ppv_value,npv_value,TPoutadj,FPoutadj,TNoutadj,FNoutadj,real_fix_rate_adj,Accuracy,Precision,Sensitivity
0.1,0.0127,0.12699999999999997,err,0.0,0.0,err,0.873,1,1.0,0.9,0.9,0.0,20000,1937,18063,1937,18063,1893,1806,16301,0,1937,1762,1937,1762,191,19809,191,19809,3699,3352,347,0,0,16301,254,267,3178,0,3699,191,3508,0,0,0,0,254,267,19479,0,0.5263157894736842,1.0,274.2105263157895,246.78947368421055,19479.0,0.0,0.8628947368421053,0.98665,0.4875239923224568,1.0
0.1,0.009,0.08999999999999998,err,0.0,0.0,err,0.91,1,1.0,0.9,1,0.0,20000,1937,18063,1937,18063,1924,1804,16272,0,1937,1791,1937,1791,0,20000,0,20000,3728,3728,0,0,0,16272,180,151,3397,0,3728,0,3728,0,0,0,0,180,151,19669,0,0.5263157894736842,1.0,174.21052631578945,156.78947368421055,19669.0,0.0,0.9128947368421053,0.99245,0.5438066465256798,1.0
0.1,0.03335,0.33349999999999996,err,0.0,0.0,err,0.6665000000000001,1,1.0,0.9,0.5,0.0,20000,1937,18063,1937,18063,1988,1821,16191,0,1937,1872,1937,1872,972,19028,972,19028,3809,1879,1930,0,0,16191,667,616,2526,0,3809,972,2837,0,0,0,0,667,616,18717,0,0.5263157894736842,1.0,675.2631578947368,607.7368421052632,18717.0,0.0,0.6623684210526317,0.9692,0.5198752922837101,1.0
0.1,0.0256,0.256,err,0.0,0.0,err,0.744,1,1.0,0.9,0.7,0.0,20000,1937,18063,1937,18063,1983,1733,16284,0,1937,1779,1937,1779,605,19395,605,19395,3716,2561,1155,0,0,16284,512,390,2814,0,3716,605,3111,0,0,0,0,512,390,19098,0,0.5263157894736842,1.0,474.7368421052631,427.2631578947369,19098.0,0.0,0.7626315789473684,0.9805,0.5676274944567627,1.0
0.1,0.01415,0.1415,err,0.0,0.0,err,0.8585,1,1.0,0.9,0.9,0.0,20000,1937,18063,1937,18063,1930,1765,16305,0,1937,1758,1937,1758,192,19808,192,19808,3695,3328,367,0,0,16305,283,243,3169,0,3695,192,3503,0,0,0,0,283,243,19474,0,0.5263157894736842,1.0,276.84210526315786,249.1578947368421,19474.0,0.0,0.8615789473684211,0.98785,0.5380228136882129,1.0
0.1,0.00945,0.0945,err,0.0,0.0,err,0.9055,1,1.0,0.9,1,0.0,20000,1937,18063,1937,18063,1984,1730,16286,0,1937,1777,1937,1777,0,20000,0,20000,3714,3714,0,0,0,16286,189,176,3349,0,3714,0,3714,0,0,0,0,189,176,19635,0,0.5263157894736842,1.0,192.10526315789474,172.89473684210526,19635.0,0.0,0.9039473684210526,0.9912,0.5178082191780822,1.0
0.1,0.0419,0.419,1.2735849056603774,0.10505450941526263,0.3221957040572792,3.0669383527716483,0.581,1,0.8969834055407089,0.796983405540709,0.5,0.0,20000,1937,18063,1937,18063,1806,3692,14290,212,1754,3744,1754,3744,1086,18914,1086,18914,5498,2687,2811,0,0,14502,568,1211,3661,58,5498,903,4595,0,0,0,0,568,1211,17951,270,0.3292730149337641,0.9858413312118041,585.7766935671664,1193.2233064328336,17963.01489601028,257.9851039897182,0.5781191012215576,0.92595,0.3192804946599213,0.6778042959427207
0.1,0.03555,0.3555,1.2412060301507537,0.10035300050428643,0.34739803094233473,3.46176027818417,0.6445000000000001,1,0.8969834055407089,0.796983405540709,0.7,0.0,20000,1937,18063,1937,18063,1784,3587,14430,199,1734,3637,1734,3637,732,19268,732,19268,5371,3744,1627,0,0,14629,464,971,3888,48,5371,529,4842,0,0,0,0,464,971,18318,247,0.3292730149337641,0.9858413312118041,472.50677642995146,962.4932235700485,18302.14431394714,262.8556860528576,0.6323187687585954,0.9391,0.3233449477351916,0.6526019690576652
0.1,0.0328,0.328,1.2352941176470589,0.10308236483072258,0.38414634146341464,3.7265961262553806,0.6719999999999999,1,0.8969834055407089,0.796983405540709,0.9,0.0,20000,1937,18063,1937,18063,1775,3645,14376,204,1743,3677,1743,3677,368,19632,368,19632,5420,4848,572,0,0,14580,404,785,4183,48,5420,174,5246,0,0,0,0,404,785,18559,252,0.3292730149337641,0.9858413312118041,391.5056147562455,797.4943852437544,18544.661281425248,266.3387185747538,0.6710778333345004,0.94815,0.33978132884777124,0.6158536585365854
0.1,0.03165,0.31649999999999995,1.3368983957219251,0.09584828293182983,0.3949447077409163,4.120519383970736,0.6835,1,0.8969834055407089,0.796983405540709,1,0.0,20000,1937,18063,1937,18063,1764,3675,14374,187,1740,3699,1740,3699,197,19803,197,19803,5439,5439,0,0,0,14561,383,785,4208,63,5439,0,5439,0,0,0,0,383,785,18582,250,0.3292730149337641,0.9858413312118041,384.5908814426365,783.4091185573635,18565.363949380695,266.63605061930593,0.6743865339690288,0.94825,0.3279109589041096,0.6050552922590837
0.1,0.03415,0.34149999999999997,err,0.0,0.0,err,0.6585000000000001,1,1.0,0.9,0.5,0.0,20000,1937,18063,1937,18063,1970,1763,16267,0,1937,1796,1937,1796,1009,18991,1009,18991,3733,1808,1925,0,0,16267,683,627,2423,0,3733,1009,2724,0,0,0,0,683,627,18690,0,0.5263157894736842,1.0,689.4736842105262,620.5263157894738,18690.0,0.0,0.655263157894737,0.96865,0.5213740458015267,1.0
0.1,0.023,0.22999999999999998,err,0.0,0.0,err,0.77,1,1.0,0.9,0.7,0.0,20000,1937,18063,1937,18063,1993,1818,16189,0,1937,1874,1937,1874,561,19439,561,19439,3811,2658,1153,0,0,16189,460,425,2926,0,3811,561,3250,0,0,0,0,460,425,19115,0,0.5263157894736842,1.0,465.7894736842105,419.2105263157895,19115.0,0.0,0.7671052631578947,0.97875,0.519774011299435,1.0
0.1,0.0143,0.143,err,0.0,0.0,err,0.857,1,1.0,0.9,0.9,0.0,20000,1937,18063,1937,18063,1938,1796,16266,0,1937,1797,1937,1797,197,19803,197,19803,3734,3376,358,0,0,16266,286,279,3169,0,3734,197,3537,0,0,0,0,286,279,19435,0,0.5263157894736842,1.0,297.36842105263156,267.63157894736844,19435.0,0.0,0.8513157894736842,0.98605,0.5061946902654867,1.0
0.1,0.0097,0.097,err,0.0,0.0,err,0.903,1,1.0,0.9,1,0.0,20000,1937,18063,1937,18063,1972,1764,16264,0,1937,1799,1937,1799,0,20000,0,20000,3736,3736,0,0,0,16264,194,180,3362,0,3736,0,3736,0,0,0,0,194,180,19626,0,0.5263157894736842,1.0,196.8421052631579,177.1578947368421,19626.0,0.0,0.901578947368421,0.991,0.5187165775401069,1.0
0.1,0.0331,0.33099999999999996,err,0.0,0.0,err,0.669,1,1.0,0.9,0.5,0.0,20000,1937,18063,1937,18063,1984,1772,16244,0,1937,1819,1937,1819,981,19019,981,19019,3756,1867,1889,0,0,16244,662,602,2492,0,3756,981,2775,0,0,0,0,662,602,18736,0,0.5263157894736842,1.0,665.2631578947368,598.7368421052632,18736.0,0.0,0.6673684210526316,0.9699,0.5237341772151899,1.0
0.1,0.02415,0.2415,err,0.0,0.0,err,0.7585,1,1.0,0.9,0.7,0.0,20000,1937,18063,1937,18063,1997,1770,16233,0,1937,1830,1937,1830,586,19414,586,19414,3767,2611,1156,0,0,16233,483,436,2848,0,3767,586,3181,0,0,0,0,483,436,19081,0,0.5263157894736842,1.0,483.6842105263158,435.3157894736842,19081.0,0.0,0.7581578947368421,0.9782,0.5255712731229597,1.0
0.1,0.01375,0.13749999999999998,err,0.0,0.0,err,0.8625,1,1.0,0.9,0.9,0.0,20000,1937,18063,1937,18063,2014,1806,16180,0,1937,1883,1937,1883,188,19812,188,19812,3820,3415,405,0,0,16180,275,264,3281,0,3820,188,3632,0,0,0,0,275,264,19461,0,0.5263157894736842,1.0,283.6842105263158,255.31578947368422,19461.0,0.0,0.8581578947368421,0.9868,0.5102040816326531,1.0
0.1,0.00975,0.09749999999999999,err,0.0,0.0,err,0.9025,1,1.0,0.9,1,0.0,20000,1937,18063,1937,18063,2006,1778,16216,0,1937,1847,1937,1847,0,20000,0,20000,3784,3784,0,0,0,16216,195,201,3388,0,3784,0,3784,0,0,0,0,195,201,19604,0,0.5263157894736842,1.0,208.42105263157893,187.57894736842107,19604.0,0.0,0.8957894736842106,0.98995,0.49242424242424243,1.0
0.1,0.0655,0.655,1.3754646840148699,0.2694041061592389,0.5648854961832062,2.096796163341752,0.345,1,0.7534901665802944,0.6534901665802945,0.5,0.0,20000,1937,18063,1937,18063,1459,6222,11781,538,1463,6218,1463,6218,1187,18813,1187,18813,7681,3804,3877,0,0,12319,570,2330,4579,202,7681,713,6968,0,0,0,0,570,2330,16360,740,0.19459577950529755,0.9597726830945771,564.327760565363,2335.672239434637,16412.11288091727,687.8871190827318,0.3738925601759526,0.8465,0.19655172413793104,0.4351145038167939
0.1,0.0642,0.6419999999999999,1.4253112033195021,0.24679979518689196,0.5350467289719626,2.167938302245317,0.3580000000000001,1,0.7534901665802944,0.6534901665802945,0.7,0.0,20000,1937,18063,1937,18063,1471,6312,11735,482,1481,6302,1481,6302,897,19103,897,19103,7783,5460,2323,0,0,12217,597,2308,4673,205,7783,441,7342,0,0,0,0,597,2308,16408,687,0.19459577950529755,0.9597726830945771,565.3007394628894,2339.6992605371106,16407.314017501794,687.6859824982048,0.373506639019453,0.85025,0.20550774526678142,0.4649532710280374
0.1,0.0577,0.577,1.4730941704035874,0.22378324134470648,0.5693240901213171,2.544087245766334,0.42300000000000004,1,0.7534901665802944,0.6534901665802945,0.9,0.0,20000,1937,18063,1937,18063,1547,6156,11851,446,1489,6214,1489,6214,609,19391,609,19391,7703,6968,735,0,0,12297,497,2166,4829,211,7703,161,7542,0,0,0,0,497,2166,16680,657,0.19459577950529755,0.9597726830945771,518.2085608226074,2144.791439177393,16639.579006810683,697.4209931893171,0.3921852229940378,0.85885,0.1866316184754037,0.4306759098786828
0.1,0.06005,0.6004999999999999,1.369047619047619,0.25225225225225223,0.5745212323064113,2.2775663137861306,0.3995000000000001,1,0.7534901665802944,0.6534901665802945,1,0.0,20000,1937,18063,1937,18063,1494,6198,11804,504,1476,6216,1476,6216,461,19539,461,19539,7692,7692,0,0,0,12308,511,2163,4832,186,7692,0,7692,0,0,0,0,511,2163,16636,690,0.19459577950529755,0.9597726830945771,520.3491143971656,2153.6508856028345,16629.021507296642,696.9784927033575,0.3913361964497385,0.85735,0.19109947643979058,0.42547876769358867
0.1,0.03255,0.3255,err,0.0,0.0,err,0.6745,1,1.0,0.9,0.5,0.0,20000,1937,18063,1937,18063,1923,1712,16365,0,1937,1698,1937,1698,966,19034,966,19034,3635,1808,1827,0,0,16365,651,587,2397,0,3635,966,2669,0,0,0,0,651,587,18762,0,0.5263157894736842,1.0,651.578947368421,586.421052631579,18762.0,0.0,0.6742105263157895,0.97065,0.5258481421647819,1.0
0.1,0.02195,0.2195,err,0.0,0.0,err,0.7805,1,1.0,0.9,0.7,0.0,20000,1937,18063,1937,18063,1982,1750,16268,0,1937,1795,1937,1795,557,19443,557,19443,3732,2647,1085,0,0,16268,439,436,2857,0,3732,557,3175,0,0,0,0,439,436,19125,0,0.5263157894736842,1.0,460.52631578947364,414.47368421052636,19125.0,0.0,0.7697368421052632,0.9782,0.5017142857142857,1.0
0.1,0.0143,0.143,err,0.0,0.0,err,0.857,1,1.0,0.9,0.9,0.0,20000,1937,18063,1937,18063,2000,1770,16230,0,1937,1833,1937,1833,202,19798,202,19798,3770,3387,383,0,0,16230,286,233,3251,0,3770,202,3568,0,0,0,0,286,233,19481,0,0.5263157894736842,1.0,273.1578947368421,245.84210526315792,19481.0,0.0,0.863421052631579,0.98835,0.5510597302504817,1.0
0.1,0.01045,0.10449999999999998,err,0.0,0.0,err,0.8955,1,1.0,0.9,1,0.0,20000,1937,18063,1937,18063,1962,1771,16267,0,1937,1796,1937,1796,0,20000,0,20000,3733,3733,0,0,0,16267,209,175,3349,0,3733,0,3733,0,0,0,0,209,175,19616,0,0.5263157894736842,1.0,202.10526315789474,181.89473684210526,19616.0,0.0,0.8989473684210526,0.99125,0.5442708333333334,1.0
0.1,0.0317,0.31699999999999995,err,0.0,0.0,err,0.683,1,1.0,0.9,0.5,0.0,20000,1937,18063,1937,18063,1961,1827,16212,0,1937,1851,1937,1851,934,19066,934,19066,3788,1921,1867,0,0,16212,634,568,2586,0,3788,934,2854,0,0,0,0,634,568,18798,0,0.5263157894736842,1.0,632.6315789473684,569.3684210526316,18798.0,0.0,0.6836842105263159,0.9716,0.5274542429284526,1.0
0.1,0.0248,0.24799999999999997,err,0.0,0.0,err,0.752,1,1.0,0.9,0.7,0.0,20000,1937,18063,1937,18063,1979,1768,16253,0,1937,1810,1937,1810,596,19404,596,19404,3747,2598,1149,0,0,16253,496,416,2835,0,3747,596,3151,0,0,0,0,496,416,19088,0,0.5263157894736842,1.0,480.0,432.0,19088.0,0.0,0.76,0.9792,0.543859649122807,1.0
0.1,0.0153,0.153,err,0.0,0.0,err,0.847,1,1.0,0.9,0.9,0.0,20000,1937,18063,1937,18063,1953,1769,16278,0,1937,1785,1937,1785,198,19802,198,19802,3722,3352,370,0,0,16278,306,243,3173,0,3722,198,3524,0,0,0,0,306,243,19451,0,0.5263157894736842,1.0,288.9473684210526,260.0526315789474,19451.0,0.0,0.8555263157894737,0.98785,0.5573770491803278,1.0
0.1,0.0099,0.099,err,0.0,0.0,err,0.901,1,1.0,0.9,1,0.0,20000,1937,18063,1937,18063,2022,1759,16219,0,1937,1844,1937,1844,0,20000,0,20000,3781,3781,0,0,0,16219,198,170,3413,0,3781,0,3781,0,0,0,0,198,170,19632,0,0.5263157894736842,1.0,193.68421052631578,174.31578947368422,19632.0,0.0,0.9031578947368422,0.9915,0.5380434782608695,1.0
0.1,0.04295,0.4295,1.2469135802469136,0.11917606669936243,0.35273573923166474,2.9597867172566437,0.5705,1,0.8936301099693841,0.793630109969384,0.5,0.0,20000,1937,18063,1937,18063,1796,3602,14359,243,1733,3665,1733,3665,1058,18942,1058,18942,5398,2709,2689,0,0,14602,556,1147,3635,60,5398,854,4544,0,0,0,0,556,1147,17994,303,0.3248431077702896,0.9853263498171624,553.2078125328031,1149.7921874671968,18028.51622260462,268.4837773953799,0.5891542050359084,0.9275,0.3264826776277158,0.6472642607683353
0.1,0.0386,0.386,1.285024154589372,0.10283159463487332,0.344559585492228,3.350717128482391,0.614,1,0.8936301099693841,0.793630109969384,0.7,0.0,20000,1937,18063,1937,18063,1806,3694,14293,207,1740,3760,1740,3760,715,19285,715,19285,5500,3885,1615,0,0,14500,506,997,3938,59,5500,518,4982,0,0,0,0,506,997,18231,266,0.3248431077702896,0.9853263498171624,488.2391909787452,1014.7608090212548,18225.581492568053,271.4185074319474,0.6201711507946538,0.93685,0.3366600133067199,0.655440414507772
0.1,0.03535,0.3535,1.3366834170854272,0.09945027486256872,0.37623762376237624,3.783173292203592,0.6465000000000001,1,0.8936301099693841,0.793630109969384,0.9,0.0,20000,1937,18063,1937,18063,1802,3699,14300,199,1721,3780,1721,3780,379,19621,379,19621,5501,4952,549,0,0,14499,441,857,4136,67,5501,163,5338,0,0,0,0,441,857,18436,266,0.3248431077702896,0.9853263498171624,421.6463538858359,876.3536461141641,18427.57339428057,274.4266057194291,0.6519635201973676,0.94385,0.33975346687211094,0.6237623762376238
0.1,0.03235,0.32349999999999995,1.288888888888889,0.11261261261261261,0.4482225656877898,3.980216383307573,0.6765000000000001,1,0.8936301099693841,0.793630109969384,1,0.0,20000,1937,18063,1937,18063,1773,3671,14331,225,1755,3689,1755,3689,182,19818,182,19818,5444,5444,0,0,0,14556,357,760,4262,65,5444,0,5444,0,0,0,0,357,760,18593,290,0.3248431077702896,0.9853263498171624,362.8497513794135,754.1502486205866,18605.917463597478,277.0825364025227,0.680033856109032,0.9475,0.3196060877350045,0.5517774343122102
0.1,0.03415,0.34149999999999997,err,0.0,0.0,err,0.6585000000000001,1,1.0,0.9,0.5,0.0,20000,1937,18063,1937,18063,1924,1844,16232,0,1937,1831,1937,1831,967,19033,967,19033,3768,1849,1919,0,0,16232,683,569,2516,0,3768,967,2801,0,0,0,0,683,569,18748,0,0.5263157894736842,1.0,658.9473684210526,593.0526315789474,18748.0,0.0,0.6705263157894737,0.97155,0.5455271565495208,1.0
0.1,0.02425,0.2425,err,0.0,0.0,err,0.7575000000000001,1,1.0,0.9,0.7,0.0,20000,1937,18063,1937,18063,2038,1819,16143,0,1937,1920,1937,1920,577,19423,577,19423,3857,2694,1163,0,0,16143,485,417,2955,0,3857,577,3280,0,0,0,0,485,417,19098,0,0.5263157894736842,1.0,474.7368421052631,427.2631578947369,19098.0,0.0,0.7626315789473684,0.97915,0.5376940133037694,1.0
0.1,0.01535,0.1535,err,0.0,0.0,err,0.8465,1,1.0,0.9,0.9,0.0,20000,1937,18063,1937,18063,1965,1821,16214,0,1937,1849,1937,1849,175,19825,175,19825,3786,3429,357,0,0,16214,307,222,3257,0,3786,175,3611,0,0,0,0,307,222,19471,0,0.5263157894736842,1.0,278.42105263157896,250.57894736842107,19471.0,0.0,0.8607894736842105,0.9889,0.5803402646502835,1.0
0.1,0.0088,0.088,err,0.0,0.0,err,0.912,1,1.0,0.9,1,0.0,20000,1937,18063,1937,18063,2022,1725,16253,0,1937,1810,1937,1810,0,20000,0,20000,3747,3747,0,0,0,16253,176,158,3413,0,3747,0,3747,0,0,0,0,176,158,19666,0,0.5263157894736842,1.0,175.78947368421052,158.21052631578948,19666.0,0.0,0.9121052631578948,0.9921,0.5269461077844312,1.0
0.1,0.05945,0.5945,1.3411016949152543,0.23377909856364537,0.5323801513877208,2.2772786560419664,0.40549999999999997,1,0.770381708937239,0.6703817089372389,0.5,0.0,20000,1937,18063,1937,18063,1547,5947,12034,472,1497,5997,1497,5997,1200,18800,1200,18800,7494,3722,3772,0,0,12506,556,2297,4480,161,7494,760,6734,0,0,0,0,556,2297,16514,633,0.2061527357407987,0.9633376459621104,588.1537550684988,2264.846244931501,16518.350615312305,628.6493846876937,0.3915984301219039,0.8535,0.1948825797406239,0.46761984861227923
0.1,0.05845,0.5845,1.3326086956521739,0.22806147744174515,0.5243798118049615,2.2992914791534944,0.4155,1,0.770381708937239,0.6703817089372389,0.7,0.0,20000,1937,18063,1937,18063,1557,5868,12115,460,1487,5938,1487,5938,898,19102,898,19102,7425,5201,2224,0,0,12575,556,2115,4601,153,7425,448,6977,0,0,0,0,556,2115,16716,613,0.2061527357407987,0.9633376459621104,550.6339571636734,2120.3660428363264,16693.67806687741,635.3219331225896,0.4070220548568686,0.8636,0.20816173717708725,0.4756201881950385
0.1,0.0552,0.5519999999999999,1.3721461187214612,0.22450025627883136,0.5443840579710145,2.4248705413275102,0.44800000000000006,1,0.770381708937239,0.6703817089372389,0.9,0.0,20000,1937,18063,1937,18063,1513,5842,12207,438,1510,5845,1510,5845,559,19441,559,19441,7355,6621,734,0,0,12645,503,1939,4750,163,7355,132,7223,0,0,0,0,503,1939,16957,601,0.2061527357407987,0.9633376459621104,503.42498067903045,1938.5750193209694,16914.282387802734,643.7176121972664,0.4264287035618516,0.873,0.205978705978706,0.45561594202898553
0.1,0.05465,0.5465,1.4514563106796117,0.2117163412127441,0.5471180237877402,2.5842030929391804,0.4535,1,0.770381708937239,0.6703817089372389,1,0.0,20000,1937,18063,1937,18063,1534,6008,12046,412,1503,6039,1503,6039,434,19566,434,19566,7542,7542,0,0,0,12458,495,2047,4814,186,7542,0,7542,0,0,0,0,495,2047,16860,598,0.2061527357407987,0.9633376459621104,524.0402542531103,2017.9597457468897,16817.94862320652,640.0513767934774,0.41795418447670607,0.86775,0.1947285601888277,0.45288197621225984
0.1,0.03735,0.3735,1.2699386503067485,0.08688699360341151,0.27710843373493976,3.189297065562865,0.6265000000000001,1,0.8960860399909032,0.7960860399909032,0.5,0.0,20000,1937,18063,1937,18063,1713,3575,14549,163,1741,3547,1741,3547,1063,18937,1063,18937,5288,2639,2649,0,0,14712,540,1086,3618,44,5288,867,4421,0,0,0,0,540,1086,18167,207,0.3280790129257703,0.9857038910687346,533.4564750173025,1092.5435249826976,18111.323294496928,262.676705503071,0.6019334097398132,0.93535,0.33210332103321033,0.7228915662650602
0.1,0.0358,0.358,1.2473118279569892,0.09652309289050337,0.3240223463687151,3.356941190604914,0.642,1,0.8960860399909032,0.7960860399909032,0.7,0.0,20000,1937,18063,1937,18063,1741,3667,14406,186,1736,3672,1736,3672,742,19258,742,19258,5408,3757,1651,0,0,14592,484,1008,3870,46,5408,541,4867,0,0,0,0,484,1008,18276,232,0.3280790129257703,0.9857038910687346,489.4938872852493,1002.5061127147508,18243.407615900138,264.5923840998605,0.622956864307445,0.938,0.32439678284182305,0.6759776536312849
0.1,0.0352,0.352,1.2747747747747749,0.11116675012518779,0.40198863636363635,3.6160869676494674,0.648,1,0.8960860399909032,0.7960860399909032,0.9,0.0,20000,1937,18063,1937,18063,1775,3680,14323,222,1752,3703,1752,3703,344,19656,344,19656,5455,4929,526,0,0,14545,421,812,4161,61,5455,159,5296,0,0,0,0,421,812,18484,283,0.3280790129257703,0.9857038910687346,404.52142293747477,828.4785770625253,18498.704923686942,268.2950763130583,0.6635917503747335,0.94525,0.34144363341443634,0.5980113636363636
0.1,0.03125,0.3125,1.3076923076923077,0.10520991401112798,0.4352,4.136492307692308,0.6875,1,0.8960860399909032,0.7960860399909032,1,0.0,20000,1937,18063,1937,18063,1769,3709,14314,208,1732,3746,1732,3746,205,19795,205,19795,5478,5478,0,0,0,14522,353,728,4333,64,5478,0,5478,0,0,0,0,353,728,18647,272,0.3280790129257703,0.9857038910687346,354.6534129727577,726.3465870272423,18648.531915129388,270.46808487061065,0.6874392510783158,0.95,0.3265494912118409,0.5648
0.1,0.033,0.33,err,0.0,0.0,err,0.6699999999999999,1,1.0,0.9,0.5,0.0,20000,1937,18063,1937,18063,1941,1881,16178,0,1937,1885,1937,1885,988,19012,988,19012,3822,1881,1941,0,0,16178,660,610,2552,0,3822,988,2834,0,0,0,0,660,610,18730,0,0.5263157894736842,1.0,668.421052631579,601.578947368421,18730.0,0.0,0.6657894736842105,0.9695,0.5196850393700787,1.0
0.1,0.024,0.24,err,0.0,0.0,err,0.76,1,1.0,0.9,0.7,0.0,20000,1937,18063,1937,18063,2004,1822,16174,0,1937,1889,1937,1889,598,19402,598,19402,3826,2704,1122,0,0,16174,480,423,2923,0,3826,598,3228,0,0,0,0,480,423,19097,0,0.5263157894736842,1.0,475.2631578947368,427.7368421052632,19097.0,0.0,0.7623684210526316,0.97885,0.53156146179402,1.0
