first_prev_rate,final_prev_rate,prev_rate_div,fn_div,fn_rate_first,fn_rate_final,fn_div_rate,real_fix_rate,work_rate,sensitivity,specificity,fix_rate,break_rate,tot,Pinit,Ninit,PWinit,NWinit,TP1,FP1,TN1,FN1,Pinfix,Ninfix,PWinfix,NWinfix,Poutfix,Noutfix,PWoutfix,NWoutfix,num_magic,not_vulnerable,still_vulnerable,num_magic_special,num_magic_special_1,ignored,TP2,FP2,TN2,FN2,through_fixer,vulnerable,not_vuln,Pout,Nout,PWout,NWout,TPout,FPout,TNout,FNout,ppv_value,npv_value,TPoutadj,FPoutadj,TNoutadj,FNoutadj,final_prev_rate_adj,prev_rate_div_adj,real_fix_rate_adj,Accuracy,Precision,Sensitivity,Specificity
0.1,0.0628,0.6279999999999999,1.3634751773049645,0.29117191533298914,0.6122611464968153,2.1027479446176085,0.3720000000000001,1,0.7,0.6,0.5,0.0,20000,1937,18063,1937,18063,1373,7190,10873,564,1373,7190,1373,7190,1256,18744,1256,18744,8563,4256,4307,0,0,11437,487,3123,4748,205,8563,692,7871,1256,18744,1256,18744,487,3123,15621,769,0.16517834316520988,0.9489951515681849,596.2938188264077,3013.7061811735925,15554.030534202551,835.9694657974491,0.07161316423119284,0.7161316423119283,0.2838683576880717,0.8054,0.13490304709141274,0.7088280846670109,0.6019487349831146
0.1,0.0514,0.514,1.221487603305785,0.312338668043366,0.7188715953307393,2.301577322571309,0.486,1,0.7,0.6,0.7,0.0,20000,1937,18063,1937,18063,1332,7267,10796,605,1332,7267,1332,7267,1028,18972,1028,18972,8599,6012,2587,0,0,11401,289,3233,4943,134,8599,423,8176,1028,18972,1028,18972,289,3233,15739,739,0.15960616861288365,0.9451220181860444,562.1329258545762,2959.867074145424,15573.72061566964,904.2793843303612,0.07332061550924686,0.7332061550924686,0.26679384490753144,0.8014,0.0820556501987507,0.6876613319566339,0.5976858772075514
0.1,0.0371,0.371,1.1026936026936027,0.30665978316985026,0.8827493261455526,2.8785950248214403,0.629,1,0.7,0.6,0.9,0.0,20000,1937,18063,1937,18063,1343,7246,10817,594,1343,7246,1343,7246,742,19258,742,19258,8589,7702,887,0,0,11411,87,3483,4958,61,8589,148,8441,742,19258,742,19258,87,3483,15775,655,0.16110313950179497,0.9461650553019783,575.1382080214081,2994.861791978592,15545.491858611502,884.5081413884973,0.07298231747049526,0.7298231747049525,0.2701768252950475,0.7931,0.024369747899159664,0.6933402168301497,0.598848474782705
0.1,0.02805,0.28049999999999997,1.0,0.28962312854930305,1.0,3.4527629233511585,0.7195,1,0.7,0.6,1,0.0,20000,1937,18063,1937,18063,1376,7139,10924,561,1376,7139,1376,7139,561,19439,561,19439,8515,8515,0,0,0,11485,0,3363,5152,0,8515,0,8515,561,19439,561,19439,0,3363,16076,561,0.1664649070592756,0.9494776362346911,559.8214824403439,2803.178517559656,15796.459434036555,840.5405659634449,0.07001810242018944,0.7001810242018943,0.2998189757981057,0.8038,0.0,0.710376871450697,0.6047721862370592
0.1,0.06195,0.6194999999999999,1.3454231433506045,0.29891584925141973,0.6287328490718321,2.1033774242696697,0.38050000000000006,1,0.7,0.6,0.5,0.0,20000,1937,18063,1937,18063,1358,7318,10745,579,1358,7318,1358,7318,1239,18761,1239,18761,8676,4349,4327,0,0,11324,460,3257,4759,200,8676,660,8016,1239,18761,1239,18761,460,3257,15504,779,0.16126804032455425,0.9471196013600472,599.4333058863681,3117.566694113632,15421.94846894565,861.0515310543507,0.07302424184703593,0.7302424184703593,0.2697575815296407,0.7982,0.12375571697605596,0.7010841507485803,0.5948624259536068
0.1,0.04825,0.4825,1.2006861063464838,0.30098089829633456,0.7253886010362695,2.410081852842631,0.5175000000000001,1,0.7,0.6,0.7,0.0,20000,1937,18063,1937,18063,1354,7317,10746,583,1354,7317,1354,7317,965,19035,965,19035,8671,6089,2582,0,0,11329,265,3302,4987,117,8671,382,8289,965,19035,965,19035,265,3302,15733,700,0.1608878880900378,0.946778413345085,573.8870968171648,2993.1129031828355,15558.409666499781,874.5903335002191,0.0724238715158692,0.7242387151586919,0.27576128484130813,0.7999,0.07429212223156714,0.6990191017036654,0.5949177877428998
0.1,0.03595,0.3595,1.0708117443868739,0.29891584925141973,0.8623087621696801,2.88478768967646,0.6405000000000001,1,0.7,0.6,0.9,0.0,20000,1937,18063,1937,18063,1358,7143,10920,579,1358,7143,1358,7143,719,19281,719,19281,8501,7648,853,0,0,11499,99,3349,5012,41,8501,140,8361,719,19281,719,19281,99,3349,15932,620,0.16456881886945365,0.9479229113188692,567.4332874618761,2880.5667125381237,15690.020028149922,861.9799718500772,0.07147066296559769,0.7147066296559769,0.28529337034402313,0.80155,0.0287122969837587,0.7010841507485803,0.6045507390798871
0.1,0.02945,0.2945,1.0,0.3040784718637068,1.0,3.288624787775891,0.7055,1,0.7,0.6,1,0.0,20000,1937,18063,1937,18063,1348,7345,10718,589,1348,7345,1348,7345,589,19411,589,19411,8693,8693,0,0,0,11307,0,3481,5212,0,8693,0,8693,589,19411,589,19411,0,3481,15930,589,0.159775808950976,0.9461272852448919,556.1795909583475,2924.8204090416525,15629.07662496037,889.9233750396312,0.07230514829989892,0.7230514829989892,0.27694851700101075,0.7965,0.0,0.6959215281362933,0.5933676576426951
0.1,0.0568,0.568,1.4195402298850575,0.17965926690758904,0.43485915492957744,2.4204660433867575,0.43200000000000005,1,0.8129377671375195,0.7129377671375197,0.5,0.0,20000,1937,18063,1937,18063,1589,5088,12975,348,1589,5088,1589,5088,1136,18864,1136,18864,6677,3291,3386,0,0,13323,642,1647,4242,146,6677,788,5889,1136,18864,1136,18864,642,1647,17217,494,0.24447879843420015,0.9729613370533581,559.6119696158842,1729.3880303841158,17232.118240552027,478.88175944797507,0.05192468645319297,0.5192468645319296,0.4807531354680704,0.89295,0.2804718217562254,0.820340733092411,0.7183192160770636
0.1,0.0402,0.40199999999999997,1.3138461538461539,0.16778523489932887,0.5310945273631841,3.165323383084577,0.5980000000000001,1,0.8129377671375195,0.7129377671375197,0.7,0.0,20000,1937,18063,1937,18063,1612,5288,12775,325,1612,5288,1612,5288,804,19196,804,19196,6900,4866,2034,0,0,13100,377,1834,4587,102,6900,479,6421,804,19196,804,19196,377,1834,17362,427,0.2400393526109686,0.9743173035088167,530.7270086228516,1680.2729913771486,17332.13051211834,456.8694878816591,0.04937982482522554,0.49379824825225543,0.5062017517477446,0.88695,0.17051108095884215,0.8322147651006712,0.7072468582184577
0.1,0.0257,0.257,1.0988700564971752,0.18275684047496127,0.7568093385214008,4.141072566994218,0.743,1,0.8129377671375195,0.7129377671375197,0.9,0.0,20000,1937,18063,1937,18063,1583,5141,12922,354,1583,5141,1583,5141,514,19486,514,19486,6724,6031,693,0,0,13276,125,1825,4739,35,6724,160,6564,514,19486,514,19486,125,1825,17661,389,0.24187537941948042,0.9723983224497902,471.65698986798685,1478.3430101320132,17551.789720218712,498.2102797812871,0.0484933634824637,0.48493363482463697,0.5150663651753631,0.8893,0.0641025641025641,0.8172431595250387,0.7153850412445331
0.1,0.01805,0.1805,1.0,0.18637067630356222,1.0,5.365650969529086,0.8195,1,0.8129377671375195,0.7129377671375197,1,0.0,20000,1937,18063,1937,18063,1576,5253,12810,361,1576,5253,1576,5253,361,19639,361,19639,6829,6829,0,0,0,13171,0,1968,4861,0,6829,0,6829,361,19639,361,19639,0,1968,17671,361,0.23714274596825793,0.9716288953455384,466.6969240655316,1501.3030759344686,17520.412240870748,511.58775912925114,0.04891423415973913,0.4891423415973913,0.5108576584026088,0.88355,0.0,0.8136293236964378,0.7091845208437136
0.1,0.05665,0.5665,1.4524590163934425,0.15745998967475477,0.3909973521624007,2.483153675864165,0.4335,1,0.8434465723349079,0.743446572334908,0.5,0.0,20000,1937,18063,1937,18063,1632,4625,13438,305,1632,4625,1632,4625,1133,18867,1133,18867,6257,3111,3146,0,0,13743,690,1386,4043,138,6257,828,5429,1133,18867,1133,18867,690,1386,17481,443,0.26773016848305903,0.9770232885552678,555.8078297708305,1520.1921702291693,17512.16542406462,411.83457593538054,0.048382120285310554,0.48382120285310554,0.5161787971468945,0.90855,0.33236994219653176,0.8425400103252452,0.7439517245197365
0.1,0.03905,0.3905,1.1910828025477707,0.1621063500258131,0.4788732394366197,2.9540683591997845,0.6094999999999999,1,0.8434465723349079,0.743446572334908,0.7,0.0,20000,1937,18063,1937,18063,1623,4591,13472,314,1623,4591,1623,4591,781,19219,781,19219,6214,4340,1874,0,0,13786,407,1448,4299,60,6214,467,5747,781,19219,781,19219,407,1448,17771,374,0.26809273120414867,0.9764195657309871,497.3120163836958,1357.687983616304,17717.13302018876,427.86697981123916,0.04625894980974675,0.46258949809746747,0.5374105019025326,0.9089,0.21940700808625338,0.8378936499741869,0.7458340253556995
0.1,0.0232,0.23199999999999998,1.0649350649350648,0.1590087764584409,0.7068965517241379,4.4456448723690105,0.768,1,0.8434465723349079,0.743446572334908,0.9,0.0,20000,1937,18063,1937,18063,1629,4608,13455,308,1629,4608,1629,4608,464,19536,464,19536,6237,5616,621,0,0,13763,136,1551,4530,20,6237,156,6081,464,19536,464,19536,136,1551,17985,328,0.2680915505482981,0.9768311610157399,452.2704457749789,1234.729554225021,17888.709051681242,424.290948318756,0.043828069704686744,0.4382806970468674,0.5617193029531327,0.90605,0.08061647895672792,0.8409912235415591,0.7448928749377179
0.1,0.01635,0.16349999999999998,1.0,0.16881775942178626,1.0,5.923547400611621,0.8365,1,0.8434465723349079,0.743446572334908,1,0.0,20000,1937,18063,1937,18063,1610,4588,13475,327,1610,4588,1610,4588,327,19673,327,19673,6198,6198,0,0,0,13802,0,1648,4550,0,6198,0,6198,327,19673,327,19673,0,1648,18025,327,0.266645464443393,0.9754725839211964,439.43172540271166,1208.5682745972883,17901.872860121795,450.12713987820365,0.04447794326404577,0.44477943264045766,0.5552205673595423,0.90125,0.0,0.8311822405782138,0.7460001107235786
0.1,0.05805,0.5804999999999999,1.3876923076923078,0.16778523489932887,0.38845822566752797,2.3152110249784665,0.4195000000000001,1,0.8287539542990481,0.728753954299048,0.5,0.0,20000,1937,18063,1937,18063,1612,4959,13104,325,1612,4959,1612,4959,1161,18839,1161,18839,6571,3240,3331,0,0,13429,710,1577,4158,126,6571,836,5735,1161,18839,1161,18839,710,1577,17262,451,0.2519521462219024,0.9749459596708595,576.2145584094907,1710.7854415905094,17269.217783649936,443.78221635006554,0.050999838737977816,0.5099983873797781,0.4900016126202219,0.8986,0.3104503716659379,0.8322147651006712,0.7254608868958645
0.1,0.03995,0.39949999999999997,1.2,0.17036654620547237,0.4956195244055069,2.909136420525657,0.6005,1,0.8287539542990481,0.728753954299048,0.7,0.0,20000,1937,18063,1937,18063,1607,4903,13160,330,1607,4903,1607,4903,799,19201,799,19201,6510,4608,1902,0,0,13490,403,1657,4384,66,6510,469,6041,799,19201,799,19201,403,1657,17544,396,0.25351027639525997,0.9746757857442465,522.2311693742355,1537.7688306257646,17485.683596251783,454.3164037482175,0.04882737865612265,0.48827378656122644,0.5117262134387736,0.89735,0.19563106796116506,0.8296334537945276,0.7285611470962742
0.1,0.02585,0.2585,1.0581717451523547,0.18637067630356222,0.7388781431334622,3.9645622250679122,0.7415,1,0.8287539542990481,0.728753954299048,0.9,0.0,20000,1937,18063,1937,18063,1576,4935,13128,361,1576,4935,1576,4935,517,19483,517,19483,6511,5853,658,0,0,13489,135,1720,4635,21,6511,156,6355,517,19483,517,19483,135,1720,17763,382,0.24862446350362644,0.9722970912112098,461.19837979922704,1393.801620200773,17642.330720027403,502.66927997259864,0.04819338298859128,0.48193382988591277,0.5180661701140872,0.8949,0.07277628032345014,0.8136293236964378,0.7267895698388972
0.1,0.01625,0.1625,1.0,0.16778523489932887,1.0,5.96,0.8375,1,0.8287539542990481,0.728753954299048,1,0.0,20000,1937,18063,1937,18063,1612,4891,13172,325,1612,4891,1612,4891,325,19675,325,19675,6503,6503,0,0,0,13497,0,1734,4769,0,6503,0,6503,325,19675,325,19675,0,1734,17941,325,0.2545633457341092,0.9750720761048149,441.41284150294535,1292.5871584970546,17810.66654213055,455.3334578694502,0.04483731496861977,0.4483731496861977,0.5516268503138023,0.89705,0.0,0.8322147651006712,0.7292254885677905
0.1,0.06035,0.6034999999999999,1.3406193078324227,0.2834279814145586,0.6097763048881525,2.151432973712844,0.3965000000000001,1,0.7,0.6,0.5,0.0,20000,1937,18063,1937,18063,1388,7180,10883,549,1388,7180,1388,7180,1207,18793,1207,18793,8568,4259,4309,0,0,11432,471,3115,4795,187,8568,658,7910,1207,18793,1207,18793,471,3115,15678,736,0.16687553194752217,0.9503276363666854,598.4156575638145,2987.5843424361856,15598.677823322774,815.3221766772261,0.07068689171205203,0.7068689171205202,0.29313108287947975,0.80745,0.13134411600669268,0.7165720185854414,0.6025023528760449
0.1,0.051,0.5099999999999999,1.204355108877722,0.3082085699535364,0.7049019607843138,2.2870939665648504,0.4900000000000001,1,0.7,0.6,0.7,0.0,20000,1937,18063,1937,18063,1340,7202,10861,597,1340,7202,1340,7202,1020,18980,1020,18980,8542,5984,2558,0,0,11458,301,3223,4896,122,8542,423,8119,1020,18980,1020,18980,301,3223,15757,719,0.16162475493781303,0.9461151983887703,569.5656364008531,2954.4343635991468,15588.19400865338,887.8059913466199,0.07286858138737365,0.7286858138737364,0.27131418612626357,0.8029,0.08541430192962543,0.6917914300464636,0.6012843935115983
0.1,0.0357,0.357,1.0759717314487633,0.2922044398554466,0.8529411764705882,2.9189877364373307,0.643,1,0.7,0.6,0.9,0.0,20000,1937,18063,1937,18063,1371,7248,10815,566,1371,7248,1371,7248,714,19286,714,19286,8619,7740,879,0,0,11381,105,3393,5078,43,8619,148,8471,714,19286,714,19286,105,3393,15893,609,0.16387358850496633,0.9485632012545202,573.2298125903723,2924.770187409628,15653.189947102092,848.8100528979076,0.07110199327441398,0.7110199327441398,0.28898006725586023,0.7999,0.030017152658662092,0.7077955601445535,0.5987377512041189
0.1,0.02875,0.2875,1.0,0.2968508002065049,1.0,3.3686956521739133,0.7125,1,0.7,0.6,1,0.0,20000,1937,18063,1937,18063,1362,7142,10921,575,1362,7142,1362,7142,575,19425,575,19425,8504,8504,0,0,0,11496,0,3404,5100,0,8504,0,8504,575,19425,575,19425,0,3404,16021,575,0.1649928764525047,0.9482685630026391,561.635751444326,2842.364248555674,15737.465071591798,858.5349284082021,0.07100853399262641,0.7100853399262641,0.2899146600737359,0.80105,0.0,0.7031491997934951,0.6046061008691801
