prevalence_rate,work_rate,sensitivity,specificity,fix_rate,break_rate,tot,Pinit,Ninit,PWinit,NWinit,TP1,FP1,TN1,FN1,Pinfix,Ninfix,PWinfix,NWinfix,Poutfix,Noutfix,PWoutfix,NWoutfix,TP2,FP2,TN2,FN2,Pout,Nout,PWout,NWout,TPout,FPout,TNout,FNout,Accuracy,Precision,Sensitivity
0.5,0,0.13491041162606746,0.981799180834885,1,0,10000,3035,6965,2112,4912,418,121,6844,2617,418,121,317,93,2617,7383,1795,5229,0,12,527,0,2617,7383,1795,5229,0,12,7371,2617,0.7371,0.0,0.0
0.5,0,0.024170529052855293,0.9994157855253051,1,0,10000,3035,6965,2112,4912,67,6,6959,2968,67,6,52,4,2968,7032,2060,4964,0,0,73,0,2968,7032,2060,4964,0,0,7032,2968,0.7032,err,0.0
0.5,0,0.003746153916540717,0.9999859663308336,1,0,10000,3035,6965,2112,4912,16,0,6965,3019,16,0,11,0,3019,6981,2101,4923,0,0,16,0,3019,6981,2101,4923,0,0,6981,3019,0.6981,err,0.0
0.5,0,0.02835481414328312,0.9991960045148999,1,0,10000,3035,6965,2112,4912,94,1,6964,2941,94,1,69,1,2941,7059,2043,4981,0,0,95,0,2941,7059,2043,4981,0,0,7059,2941,0.7059,err,0.0
0.5,0,0.047583191461158476,0.9977358398903707,1,0,10000,3035,6965,2112,4912,159,8,6957,2876,159,8,109,6,2876,7124,2003,5021,0,1,166,0,2876,7124,2003,5021,0,1,7123,2876,0.7123,0.0,0.0
0.5,0,0.012755325153097203,0.9998373016802388,1,0,10000,3035,6965,2112,4912,44,0,6965,2991,44,0,32,0,2991,7009,2080,4944,0,0,44,0,2991,7009,2080,4944,0,0,7009,2991,0.7009,err,0.0
0.5,0,0.0,1.0,1,0,10000,3035,6965,2112,4912,0,0,6965,3035,0,0,0,0,3035,6965,2112,4912,0,0,0,0,3035,6965,2112,4912,0,0,6965,3035,0.6965,err,0.0
0.5,0,0.028048688500831667,0.9992132710733833,1,0,10000,3035,6965,2112,4912,86,4,6961,2949,86,4,61,4,2949,7051,2051,4973,0,0,90,0,2949,7051,2051,4973,0,0,7051,2949,0.7051,err,0.0
0.5,0,0.008163514341903082,0.9999333570335895,1,0,10000,3035,6965,2112,4912,29,0,6965,3006,29,0,16,0,3006,6994,2096,4928,0,0,29,0,3006,6994,2096,4928,0,0,6994,3006,0.6994,err,0.0
0.5,0,0.006476867904130284,0.9999580501821524,1,0,10000,3035,6965,2112,4912,12,1,6964,3023,12,1,9,1,3023,6977,2103,4921,0,0,13,0,3023,6977,2103,4921,0,0,6977,3023,0.6977,err,0.0
0.5,0,0.02859535985789453,0.9991823053945975,1,0,10000,3035,6965,2112,4912,81,3,6962,2954,81,3,62,1,2954,7046,2050,4974,0,0,84,0,2954,7046,2050,4974,0,0,7046,2954,0.7046,err,0.0
0.5,0,0.007085145853691559,0.9999498007082319,1,0,10000,3035,6965,2112,4912,30,0,6965,3005,30,0,19,0,3005,6995,2093,4931,0,0,30,0,3005,6995,2093,4931,0,0,6995,3005,0.6995,err,0.0
0.5,0,0.01785438874892409,0.9996812208024023,1,0,10000,3035,6965,2112,4912,52,4,6961,2983,52,4,38,3,2983,7017,2074,4950,0,0,56,0,2983,7017,2074,4950,0,0,7017,2983,0.7017,err,0.0
